Title="Input data for auralization"
Variables="Freq","Level"
##########################################
# retarded time	=      5.2021
# source time	=      0.1000
# speed of sound=    342.4376
# xpos	=  -1697.6000
# ypos	=      0.1000
# alt	=    414.4000
# xobs  =      0.0000
# yobs  =      0.0000
# zobs  =      1.2000
# phix  =     32.5427
# phiy  =      0.0000
# dist  =   1747.1634
# distxy=   1697.6000
# vel   =     86.0000
# n1    =     89.8520
##########################################
ZONE T="time=        5.20 airframe broadband" I=31 F=POINT
##########################################
ZONE T="time=       41.83 airframe broadband" I=31 F=POINT
     16.2093     92.4919
     20.2617     93.4610
     25.5297     94.4647
     32.4187     95.5022
     40.5233     96.4713
     51.0594     97.4750
     64.8373     98.5125
     81.0467     99.4816
    101.3083    100.4507
    129.6747    100.7851
    162.0933    100.8291
    202.6167    100.5640
    255.2970     99.7568
    324.1867     98.7193
    405.2334     97.7502
    510.5940     96.7465
    648.3734     95.7090
    810.4667     94.7399
   1013.0834     93.7708
   1296.7468     92.6987
   1620.9335     91.7296
   2026.1668     90.7605
   2552.9702     89.7568
   3241.8669     88.7193
   4052.3337     87.7502
   5105.9404     86.7465
   6483.7339     85.7090
   8104.6673     84.7399
  10130.8341     83.7708
  12967.4677     82.6987
  16209.3346     81.7296
ZONE T="time=       41.83 engine broadband (no buzzsaw)" I=31 F=POINT
     16.2093    123.7306
     20.2617    123.7306
     25.5297    123.7306
     32.4187    123.7306
     40.5233    123.7306
     51.0594    121.6442
     64.8373    119.4808
     81.0467    117.4367
    101.3083    115.4041
    129.6747    113.1570
    162.0933    111.1312
    202.6167    109.0936
    255.2970    107.0064
    324.1867    104.9049
    405.2334    103.1397
    510.5940    102.0012
    648.3734    102.3230
    810.4667    104.0022
   1013.0834    106.2745
   1296.7468    108.7914
   1620.9335    110.8207
   2026.1668    112.5388
   2552.9702    113.9653
   3241.8669    115.0530
   4052.3337    115.7108
   5105.9404    116.0262
   6483.7339    115.9604
   8104.6673    115.5390
  10130.8341    114.7698
  12967.4677    113.5137
  16209.3346    112.0119
ZONE T="time=       41.83 engine buzzsaw noise" I=31 F=POINT
     16.2093     80.9617
     20.2617     80.9617
     25.5297     80.9617
     32.4187     80.9617
     40.5233     80.9617
     51.0594     83.9932
     64.8373     87.1390
     81.0467     90.0953
    101.3083     93.0780
    129.6747     96.4249
    162.0933     99.5141
    202.6167    102.6912
    255.2970    106.1095
    324.1867    107.7367
    405.2334    110.7422
    510.5940    115.2708
    648.3734    113.9193
    810.4667    111.1521
   1013.0834    111.4240
   1296.7468    110.0101
   1620.9335    106.9975
   2026.1668    104.0214
   2552.9702    100.9644
   3241.8669     97.8220
   4052.3337     94.8971
   5105.9404     91.8743
   6483.7339     88.7542
   8104.6673     85.8425
  10130.8341     82.9323
  12967.4677     79.7141
  16209.3346     76.8056
ZONE T="time=       41.83  fan harmonics" I=5 F=POINT
   2213.0457    120.2249
   4426.0914    111.2239
   6639.1372    102.2236
   8852.1829     93.2236
  11065.2286     84.2236
##########################################
# retarded time	=     41.9569
# source time	=     37.1000
# speed of sound=    341.7327
# xpos	=   1462.7000
# ypos	=      0.1000
# alt	=    785.6000
# xobs  =      0.0000
# yobs  =      0.0000
# zobs  =      1.2000
# phix  =    170.6910
# phiy  =      0.0000
# dist  =   1659.7514
# distxy=   1462.7000
# vel   =     86.0000
# n1    =     91.0598
##########################################
ZONE T="time=       41.96 airframe broadband" I=31 F=POINT
     16.2057     92.4879
     20.2571     93.4570
     25.5240     94.4607
     32.4114     95.4982
     40.5143     96.4673
     51.0480     97.4710
     64.8228     98.5085
     81.0285     99.4776
    101.2857    100.4467
    129.6457    100.7811
    162.0571    100.8251
    202.5713    100.5599
    255.2399     99.7527
    324.1141     98.7152
    405.1427     97.7461
    510.4798     96.7424
    648.2283     95.7049
    810.2854     94.7358
   1012.8567     93.7667
   1296.4566     92.6946
   1620.5707     91.7255
   2025.7134     90.7564
   2552.3989     89.7527
   3241.1414     88.7152
   4051.4268     87.7461
   5104.7977     86.7424
   6482.2828     85.7049
   8102.8535     84.7358
  10128.5669     83.7667
  12964.5657     82.6946
  16205.7071     81.7255
ZONE T="time=       41.96 engine broadband (no buzzsaw)" I=31 F=POINT
     16.2057    123.6595
     20.2571    123.6595
     25.5240    123.6595
     32.4114    123.6595
     40.5143    123.6595
     51.0480    121.5630
     64.8228    119.3961
     81.0285    117.3490
    101.2857    115.3135
    129.6457    113.0632
    162.0571    111.0344
    202.5713    108.9940
    255.2399    106.9037
    324.1141    104.7995
    405.1427    103.0327
    510.4798    101.8961
    648.2283    102.2249
    810.2854    103.9105
   1012.8567    106.1861
   1296.4566    108.7046
   1620.5707    110.7344
   2025.7134    112.4528
   2552.3989    113.8794
   3241.1414    114.9672
   4051.4268    115.6251
   5104.7977    115.9406
   6482.2828    115.8749
   8102.8535    115.4535
  10128.5669    114.6844
  12964.5657    113.4283
  16205.7071    111.9266
ZONE T="time=       41.96 engine buzzsaw noise" I=31 F=POINT
     16.2057     80.9559
     20.2571     80.9559
     25.5240     80.9559
     32.4114     80.9559
     40.5143     80.9559
     51.0480     83.9872
     64.8228     87.1330
     81.0285     90.0892
    101.2857     93.0717
    129.6457     96.4184
    162.0571     99.5072
    202.5713    102.6837
    255.2399    106.1014
    324.1141    107.7255
    405.1427    110.7277
    510.4798    115.2554
    648.2283    113.9054
    810.2854    111.1376
   1012.8567    111.4089
   1296.4566    109.9959
   1620.5707    106.9832
   2025.7134    104.0071
   2552.3989    100.9502
   3241.1414     97.8078
   4051.4268     94.8828
   5104.7977     91.8600
   6482.2828     88.7400
   8102.8535     85.8282
  10128.5669     82.9181
  12964.5657     79.6998
  16205.7071     76.7914
ZONE T="time=       41.96  fan harmonics" I=5 F=POINT
   2212.6465    120.1396
   4425.2929    111.1385
   6637.9394    102.1383
   8850.5858     93.1383
  11063.2323     84.1383
##########################################
# retarded time	=     42.0861
# source time	=     37.2000
# speed of sound=    341.7302
# xpos	=   1473.3000
# ypos	=      0.1000
# alt	=    786.9000
# xobs  =      0.0000
# yobs  =      0.0000
# zobs  =      1.2000
# phix  =    171.0017
# phiy  =      0.0000
# dist  =   1669.7118
# distxy=   1473.3000
# vel   =     86.0000
# n1    =     91.0640
##########################################
ZONE T="time=       42.09 airframe broadband" I=31 F=POINT
     16.1992     92.4807
     20.2489     93.4498
     25.5137     94.4535
     32.3983     95.4910
     40.4979     96.4601
     51.0273     97.4638
     64.7966     98.5013
     80.9958     99.4704
    101.2447    100.4395
    129.5933    100.7739
    161.9916    100.8179
    202.4895    100.5527
    255.1367     99.7455
    323.9832     98.7080
    404.9789     97.7389
    510.2735     96.7352
    647.9663     95.6977
    809.9579     94.7286
   1012.4474     93.7595
   1295.9326     92.6874
   1619.9158     91.7183
   2024.8947     90.7492
   2551.3674     89.7455
   3239.8316     88.7080
   4049.7895     87.7389
   5102.7347     86.7352
   6479.6632     85.6977
   8099.5790     84.7286
  10124.4737     83.7595
  12959.3263     82.6874
  16199.1579     81.7183
ZONE T="time=       42.09 engine broadband (no buzzsaw)" I=31 F=POINT
     16.1992    123.5370
     20.2489    123.5370
     25.5137    123.5370
     32.3983    123.5370
     40.4979    123.5370
     51.0273    121.4366
     64.7966    119.2665
     80.9958    117.2164
    101.2447    115.1779
    129.5933    112.9242
    161.9916    110.8925
    202.4895    108.8489
    255.1367    106.7556
    323.9832    104.6480
    404.9789    102.8781
    510.2735    101.7388
    647.9663    102.0666
    809.9579    103.7528
   1012.4474    106.0291
   1295.9326    108.5480
   1619.9158    110.5780
   2024.8947    112.2966
   2551.3674    113.7234
   3239.8316    114.8113
   4049.7895    115.4692
   5102.7347    115.7848
   6479.6632    115.7191
   8099.5790    115.2979
  10124.4737    114.5288
  12959.3263    113.2728
  16199.1579    111.7712
ZONE T="time=       42.09 engine buzzsaw noise" I=31 F=POINT
     16.1992     80.9432
     20.2489     80.9432
     25.5137     80.9432
     32.3983     80.9432
     40.4979     80.9432
     51.0273     83.9745
     64.7966     87.1202
     80.9958     90.0763
    101.2447     93.0586
    129.5933     96.4050
    161.9916     99.4934
    202.4895    102.6694
    255.1367    106.0862
    323.9832    107.7072
    404.9789    110.7057
    510.2735    115.2323
    647.9663    113.8841
    809.9579    111.1157
   1012.4474    111.3862
   1295.9326    109.9742
   1619.9158    106.9615
   2024.8947    103.9854
   2551.3674    100.9284
   3239.8316     97.7860
   4049.7895     94.8610
   5102.7347     91.8382
   6479.6632     88.7182
   8099.5790     85.8065
  10124.4737     82.8963
  12959.3263     79.6780
  16199.1579     76.7696
ZONE T="time=       42.09  fan harmonics" I=5 F=POINT
   2211.8562    119.9841
   4423.7124    110.9831
   6635.5687    101.9828
   8847.4249     92.9828
  11059.2811     83.9828
##########################################
# retarded time	=     42.3154
# source time	=     37.4000
# speed of sound=    341.7279
# xpos	=   1484.0000
# ypos	=      0.1000
# alt	=    788.1000
# xobs  =      0.0000
# yobs  =      0.0000
# zobs  =      1.2000
# phix  =    171.0859
# phiy  =      0.0000
# dist  =   1679.7225
# distxy=   1484.0000
# vel   =     86.0000
# n1    =     91.0680
##########################################
ZONE T="time=       42.32 airframe broadband" I=31 F=POINT
     16.1974     92.4786
     20.2467     93.4477
     25.5109     94.4514
     32.3948     95.4889
     40.4934     96.4580
     51.0217     97.4617
     64.7895     98.4992
     80.9869     99.4683
    101.2336    100.4374
    129.5790    100.7718
    161.9738    100.8158
    202.4672    100.5506
    255.1087     99.7434
    323.9475     98.7059
    404.9344     97.7368
    510.2173     96.7331
    647.8950     95.6956
    809.8688     94.7265
   1012.3360     93.7574
   1295.7900     92.6853
   1619.7375     91.7162
   2024.6719     90.7471
   2551.0866     89.7434
   3239.4750     88.7059
   4049.3438     87.7368
   5102.1732     86.7331
   6478.9501     85.6956
   8098.6876     84.7265
  10123.3595     83.7574
  12957.9002     82.6853
  16197.3752     81.7162
ZONE T="time=       42.32 engine broadband (no buzzsaw)" I=31 F=POINT
     16.1974    123.5061
     20.2467    123.5061
     25.5109    123.5061
     32.3948    123.5061
     40.4934    123.5061
     51.0217    121.4048
     64.7895    119.2338
     80.9869    117.1829
    101.2336    115.1435
    129.5790    112.8889
    161.9738    110.8563
    202.4672    108.8120
    255.1087    106.7177
    323.9475    104.6092
    404.9344    102.8383
    510.2173    101.6977
    647.8950    102.0243
    809.8688    103.7099
   1012.3360    105.9861
   1295.7900    108.5051
   1619.7375    110.5352
   2024.6719    112.2538
   2551.0866    113.6806
   3239.4750    114.7686
   4049.3438    115.4267
   5102.1732    115.7423
   6478.9501    115.6767
   8098.6876    115.2555
  10123.3595    114.4865
  12957.9002    113.2306
  16197.3752    111.7290
ZONE T="time=       42.32 engine buzzsaw noise" I=31 F=POINT
     16.1974     80.9416
     20.2467     80.9416
     25.5109     80.9416
     32.3948     80.9416
     40.4934     80.9416
     51.0217     83.9729
     64.7895     87.1185
     80.9869     90.0745
    101.2336     93.0567
    129.5790     96.4027
    161.9738     99.4908
    202.4672    102.6662
    255.1087    106.0823
    323.9475    107.7003
    404.9344    110.6955
    510.2173    115.2212
    647.8950    113.8745
    809.8688    111.1056
   1012.3360    111.3754
   1295.7900    109.9642
   1619.7375    106.9516
   2024.6719    103.9755
   2551.0866    100.9185
   3239.4750     97.7761
   4049.3438     94.8511
   5102.1732     91.8283
   6478.9501     88.7083
   8098.6876     85.7965
  10123.3595     82.8863
  12957.9002     79.6681
  16197.3752     76.7597
ZONE T="time=       42.32  fan harmonics" I=5 F=POINT
   2211.7088    119.9419
   4423.4175    110.9409
   6635.1263    101.9406
   8846.8350     92.9406
  11058.5438     83.9406
##########################################
# retarded time	=     42.4449
# source time	=     37.5000
# speed of sound=    341.7254
# xpos	=   1494.7000
# ypos	=      0.1000
# alt	=    789.4000
# xobs  =      0.0000
# yobs  =      0.0000
# zobs  =      1.2000
# phix  =    171.0587
# phiy  =      0.0000
# dist  =   1689.7891
# distxy=   1494.7000
# vel   =     86.0000
# n1    =     91.0723
##########################################
ZONE T="time=       42.44 airframe broadband" I=31 F=POINT
     16.1979     92.4789
     20.2474     93.4480
     25.5117     94.4518
     32.3958     95.4892
     40.4948     96.4583
     51.0235     97.4621
     64.7917     98.4995
     80.9896     99.4686
    101.2370    100.4377
    129.5834    100.7721
    161.9792    100.8161
    202.4740    100.5510
    255.1173     99.7438
    323.9584     98.7063
    404.9481     97.7372
    510.2345     96.7335
    647.9169     95.6960
    809.8961     94.7269
   1012.3701     93.7578
   1295.8338     92.6857
   1619.7922     91.7166
   2024.7403     90.7475
   2551.1727     89.7438
   3239.5844     88.7063
   4049.4805     87.7372
   5102.3455     86.7335
   6479.1689     85.6960
   8098.9611     84.7269
  10123.7014     83.7578
  12958.3377     82.6857
  16197.9222     81.7166
ZONE T="time=       42.44 engine broadband (no buzzsaw)" I=31 F=POINT
     16.1979    123.5206
     20.2474    123.5206
     25.5117    123.5206
     32.3958    123.5206
     40.4948    123.5206
     51.0235    121.4199
     64.7917    119.2491
     80.9896    117.1984
    101.2370    115.1594
    129.5834    112.9050
    161.9792    110.8727
    202.4740    108.8286
    255.1173    106.7346
    323.9584    104.6262
    404.9481    102.8552
    510.2345    101.7139
    647.9169    102.0390
    809.8961    103.7234
   1012.3701    105.9990
   1295.8338    108.5179
   1619.7922    110.5480
   2024.7403    112.2666
   2551.1727    113.6935
   3239.5844    114.7816
   4049.4805    115.4397
   5102.3455    115.7554
   6479.1689    115.6899
   8098.9611    115.2688
  10123.7014    114.4999
  12958.3377    113.2440
  16197.9222    111.7425
ZONE T="time=       42.44 engine buzzsaw noise" I=31 F=POINT
     16.1979     80.9458
     20.2474     80.9458
     25.5117     80.9458
     32.3958     80.9458
     40.4948     80.9458
     51.0235     83.9771
     64.7917     87.1226
     80.9896     90.0784
    101.2370     93.0605
    129.5834     96.4062
    161.9792     99.4939
    202.4740    102.6688
    255.1173    106.0841
    323.9584    107.6989
    404.9481    110.6904
    510.2345    115.2151
    647.9169    113.8701
    809.8961    111.1006
   1012.3701    111.3696
   1295.8338    109.9594
   1619.7922    106.9467
   2024.7403    103.9706
   2551.1727    100.9136
   3239.5844     97.7712
   4049.4805     94.8462
   5102.3455     91.8234
   6479.1689     88.7034
   8098.9611     85.7916
  10123.7014     82.8815
  12958.3377     79.6632
  16197.9222     76.7548
ZONE T="time=       42.44  fan harmonics" I=5 F=POINT
   2211.8874    119.9554
   4423.7748    110.9543
   6635.6622    101.9541
   8847.5495     92.9541
  11059.4369     83.9541
##########################################
# retarded time	=     42.5743
# source time	=     37.6000
# speed of sound=    341.7232
# xpos	=   1505.4000
# ypos	=      0.1000
# alt	=    790.6000
# xobs  =      0.0000
# yobs  =      0.0000
# zobs  =      1.2000
# phix  =    171.0326
# phiy  =      0.0000
# dist  =   1699.8181
# distxy=   1505.4000
# vel   =     86.0000
# n1    =     91.0762
##########################################
ZONE T="time=       42.57 airframe broadband" I=31 F=POINT
     16.1984     92.4793
     20.2481     93.4484
     25.5125     94.4521
     32.3969     95.4896
     40.4961     96.4587
     51.0251     97.4624
     64.7938     98.4999
     80.9922     99.4690
    101.2403    100.4381
    129.5876    100.7725
    161.9844    100.8165
    202.4805    100.5514
    255.1255     99.7442
    323.9689     98.7067
    404.9611     97.7376
    510.2510     96.7339
    647.9378     95.6964
    809.9222     94.7273
   1012.4027     93.7582
   1295.8755     92.6861
   1619.8444     91.7170
   2024.8055     90.7479
   2551.2549     89.7442
   3239.6888     88.7067
   4049.6110     87.7376
   5102.5098     86.7339
   6479.3775     85.6964
   8099.2219     84.7273
  10124.0274     83.7582
  12958.7551     82.6861
  16198.4438     81.7170
ZONE T="time=       42.57 engine broadband (no buzzsaw)" I=31 F=POINT
     16.1984    123.5345
     20.2481    123.5345
     25.5125    123.5345
     32.3969    123.5345
     40.4961    123.5345
     51.0251    121.4342
     64.7938    119.2637
     80.9922    117.2133
    101.2403    115.1744
    129.5876    112.9203
    161.9844    110.8882
    202.4805    108.8444
    255.1255    106.7506
    323.9689    104.6424
    404.9611    102.8714
    510.2510    101.7294
    647.9378    102.0530
    809.9222    103.7364
   1012.4027    106.0115
   1295.8755    108.5302
   1619.8444    110.5603
   2024.8055    112.2790
   2551.2549    113.7060
   3239.6888    114.7941
   4049.6110    115.4523
   5102.5098    115.7680
   6479.3775    115.7026
   8099.2219    115.2815
  10124.0274    114.5127
  12958.7551    113.2569
  16198.4438    111.7555
ZONE T="time=       42.57 engine buzzsaw noise" I=31 F=POINT
     16.1984     80.9498
     20.2481     80.9498
     25.5125     80.9498
     32.3969     80.9498
     40.4961     80.9498
     51.0251     83.9810
     64.7938     87.1264
     80.9922     90.0822
    101.2403     93.0640
    129.5876     96.4095
    161.9844     99.4968
    202.4805    102.6712
    255.1255    106.0857
    323.9689    107.6976
    404.9611    110.6857
    510.2510    115.2094
    647.9378    113.8661
    809.9222    111.0960
   1012.4027    111.3644
   1295.8755    109.9550
   1619.8444    106.9423
   2024.8055    103.9662
   2551.2549    100.9092
   3239.6888     97.7668
   4049.6110     94.8418
   5102.5098     91.8190
   6479.3775     88.6989
   8099.2219     85.7872
  10124.0274     82.8770
  12958.7551     79.6588
  16198.4438     76.7503
ZONE T="time=       42.57  fan harmonics" I=5 F=POINT
   2212.0546    119.9683
   4424.1091    110.9672
   6636.1637    101.9670
   8848.2183     92.9670
  11060.2729     83.9670
##########################################
# retarded time	=     42.8038
# source time	=     37.8000
# speed of sound=    341.7207
# xpos	=   1516.1000
# ypos	=      0.1000
# alt	=    791.9000
# xobs  =      0.0000
# yobs  =      0.0000
# zobs  =      1.2000
# phix  =    171.2089
# phiy  =      0.0000
# dist  =   1709.9022
# distxy=   1516.1000
# vel   =     86.0000
# n1    =     91.0805
##########################################
ZONE T="time=       42.80 airframe broadband" I=31 F=POINT
     16.1948     92.4752
     20.2435     93.4443
     25.5068     94.4480
     32.3895     95.4855
     40.4869     96.4546
     51.0135     97.4583
     64.7791     98.4958
     80.9738     99.4649
    101.2173    100.4340
    129.5581    100.7684
    161.9476    100.8124
    202.4346    100.5472
    255.0675     99.7400
    323.8953     98.7025
    404.8691     97.7334
    510.1351     96.7297
    647.7906     95.6922
    809.7382     94.7231
   1012.1728     93.7540
   1295.5811     92.6819
   1619.4764     91.7128
   2024.3455     90.7437
   2550.6754     89.7400
   3238.9529     88.7025
   4048.6911     87.7334
   5101.3508     86.7297
   6477.9057     85.6922
   8097.3822     84.7231
  10121.7277     83.7540
  12955.8115     82.6819
  16194.7643     81.7128
ZONE T="time=       42.80 engine broadband (no buzzsaw)" I=31 F=POINT
     16.1948    123.4664
     20.2435    123.4664
     25.5068    123.4664
     32.3895    123.4664
     40.4869    123.4664
     51.0135    121.3640
     64.7791    119.1917
     80.9738    117.1395
    101.2173    115.0990
    129.5581    112.8430
    161.9476    110.8092
    202.4346    108.7636
    255.0675    106.6680
    323.8953    104.5579
    404.8691    102.7850
    510.1351    101.6411
    647.7906    101.9636
    809.7382    103.6468
   1012.1728    105.9221
   1295.5811    108.4410
   1619.4764    110.4713
   2024.3455    112.1901
   2550.6754    113.6171
   3238.9529    114.7053
   4048.6911    115.3636
   5101.3508    115.6794
   6477.9057    115.6141
   8097.3822    115.1931
  10121.7277    114.4243
  12955.8115    113.1686
  16194.7643    111.6673
ZONE T="time=       42.80 engine buzzsaw noise" I=31 F=POINT
     16.1948     80.9438
     20.2435     80.9438
     25.5068     80.9438
     32.3895     80.9438
     40.4869     80.9438
     51.0135     83.9750
     64.7791     87.1204
     80.9738     90.0760
    101.2173     93.0577
    129.5581     96.4029
    161.9476     99.4897
    202.4346    102.6635
    255.0675    106.0773
    323.8953    107.6859
    404.8691    110.6704
    510.1351    115.1931
    647.7906    113.8514
    809.7382    111.0808
   1012.1728    111.3484
   1295.5811    109.9400
   1619.4764    106.9273
   2024.3455    103.9511
   2550.6754    100.8941
   3238.9529     97.7517
   4048.6911     94.8267
   5101.3508     91.8040
   6477.9057     88.6839
   8097.3822     85.7722
  10121.7277     82.8620
  12955.8115     79.6437
  16194.7643     76.7353
ZONE T="time=       42.80  fan harmonics" I=5 F=POINT
   2211.6560    119.8800
   4423.3121    110.8790
   6634.9681    101.8787
   8846.6241     92.8787
  11058.2801     83.8787
##########################################
# retarded time	=     42.9330
# source time	=     37.9000
# speed of sound=    341.7184
# xpos	=   1526.7000
# ypos	=      0.1000
# alt	=    793.1000
# xobs  =      0.0000
# yobs  =      0.0000
# zobs  =      1.2000
# phix  =    171.4785
# phiy  =      0.0000
# dist  =   1719.8600
# distxy=   1526.7000
# vel   =     86.0000
# n1    =     91.0845
##########################################
ZONE T="time=       42.93 airframe broadband" I=31 F=POINT
     16.1892     92.4691
     20.2365     93.4382
     25.4980     94.4419
     32.3785     95.4794
     40.4731     96.4485
     50.9961     97.4522
     64.7569     98.4897
     80.9462     99.4588
    101.1827    100.4279
    129.5139    100.7623
    161.8923    100.8063
    202.3654    100.5411
    254.9804     99.7339
    323.7847     98.6964
    404.7308     97.7273
    509.9608     96.7236
    647.5693     95.6861
    809.4617     94.7170
   1011.8271     93.7479
   1295.1387     92.6758
   1618.9233     91.7067
   2023.6541     90.7376
   2549.8042     89.7339
   3237.8466     88.6964
   4047.3083     87.7273
   5099.6085     86.7236
   6475.6933     85.6861
   8094.6166     84.7170
  10118.2707     83.7479
  12951.3866     82.6758
  16189.2332     81.7067
ZONE T="time=       42.93 engine broadband (no buzzsaw)" I=31 F=POINT
     16.1892    123.3601
     20.2365    123.3601
     25.4980    123.3601
     32.3785    123.3601
     40.4731    123.3601
     50.9961    121.2545
     64.7569    119.0793
     80.9462    117.0245
    101.1827    114.9813
    129.5139    112.7225
    161.8923    110.6860
    202.3654    108.6378
    254.9804    106.5395
    323.7847    104.4266
    404.7308    102.6509
    509.9608    101.5047
    647.5693    101.8263
    809.4617    103.5099
   1011.8271    105.7859
   1295.1387    108.3052
   1618.9233    110.3356
   2023.6541    112.0545
   2549.8042    113.4817
   3237.8466    114.5700
   4047.3083    115.2283
   5099.6085    115.5442
   6475.6933    115.4790
   8094.6166    115.0580
  10118.2707    114.2894
  12951.3866    113.0337
  16189.2332    111.5325
ZONE T="time=       42.93 engine buzzsaw noise" I=31 F=POINT
     16.1892     80.9330
     20.2365     80.9330
     25.4980     80.9330
     32.3785     80.9330
     40.4731     80.9330
     50.9961     83.9641
     64.7569     87.1094
     80.9462     90.0649
    101.1827     93.0465
    129.5139     96.3914
    161.8923     99.4779
    202.3654    102.6511
    254.9804    106.0642
    323.7847    107.6699
    404.7308    110.6510
    509.9608    115.1727
    647.5693    113.8326
    809.4617    111.0614
   1011.8271    111.3284
   1295.1387    109.9208
   1618.9233    106.9081
   2023.6541    103.9319
   2549.8042    100.8749
   3237.8466     97.7325
   4047.3083     94.8075
   5099.6085     91.7847
   6475.6933     88.6647
   8094.6166     85.7529
  10118.2707     82.8428
  12951.3866     79.6245
  16189.2332     76.7161
ZONE T="time=       42.93  fan harmonics" I=5 F=POINT
   2210.9973    119.7452
   4421.9945    110.7441
   6632.9918    101.7439
   8843.9890     92.7439
  11054.9863     83.7439
##########################################
# retarded time	=     43.0626
# source time	=     38.0000
# speed of sound=    341.7159
# xpos	=   1537.4000
# ypos	=      0.1000
# alt	=    794.4000
# xobs  =      0.0000
# yobs  =      0.0000
# zobs  =      1.2000
# phix  =    171.5719
# phiy  =      0.0000
# dist  =   1729.9610
# distxy=   1537.4000
# vel   =     86.0000
# n1    =     91.0888
##########################################
ZONE T="time=       43.06 airframe broadband" I=31 F=POINT
     16.1873     92.4668
     20.2341     93.4359
     25.4950     94.4396
     32.3746     95.4771
     40.4683     96.4462
     50.9900     97.4499
     64.7492     98.4874
     80.9365     99.4565
    101.1706    100.4256
    129.4984    100.7600
    161.8730    100.8040
    202.3413    100.5388
    254.9500     99.7316
    323.7460     98.6942
    404.6825     97.7251
    509.9000     96.7213
    647.4921     95.6839
    809.3651     94.7148
   1011.7064     93.7457
   1294.9841     92.6736
   1618.7302     91.7045
   2023.4127     90.7354
   2549.5000     89.7316
   3237.4604     88.6942
   4046.8255     87.7251
   5099.0001     86.7213
   6474.9207     85.6839
   8093.6509     84.7148
  10117.0636     83.7457
  12949.8414     82.6736
  16187.3018     81.7045
ZONE T="time=       43.06 engine broadband (no buzzsaw)" I=31 F=POINT
     16.1873    123.3258
     20.2341    123.3258
     25.4950    123.3258
     32.3746    123.3258
     40.4683    123.3258
     50.9900    121.2191
     64.7492    119.0430
     80.9365    116.9872
    101.1706    114.9431
    129.4984    112.6832
    161.8730    110.6459
    202.3413    108.5967
    254.9500    106.4974
    323.7460    104.3834
    404.6825    102.6066
    509.9000    101.4590
    647.4921    101.7793
    809.3651    103.4623
   1011.7064    105.7382
   1294.9841    108.2575
   1618.7302    110.2881
   2023.4127    112.0071
   2549.5000    113.4343
   3237.4604    114.5227
   4046.8255    115.1811
   5099.0001    115.4971
   6474.9207    115.4319
   8093.6509    115.0110
  10117.0636    114.2424
  12949.8414    112.9869
  16187.3018    111.4857
ZONE T="time=       43.06 engine buzzsaw noise" I=31 F=POINT
     16.1873     80.9312
     20.2341     80.9312
     25.4950     80.9312
     32.3746     80.9312
     40.4683     80.9312
     50.9900     83.9623
     64.7492     87.1075
     80.9365     90.0629
    101.1706     93.0443
    129.4984     96.3889
    161.8730     99.4750
    202.3413    102.6477
    254.9500    106.0599
    323.7460    107.6624
    404.6825    110.6398
    509.9000    115.1605
    647.4921    113.8221
    809.3651    111.0503
   1011.7064    111.3165
   1294.9841    109.9099
   1618.7302    106.8972
   2023.4127    103.9210
   2549.5000    100.8640
   3237.4604     97.7216
   4046.8255     94.7966
   5099.0001     91.7738
   6474.9207     88.6538
   8093.6509     85.7420
  10117.0636     82.8319
  12949.8414     79.6136
  16187.3018     76.7052
ZONE T="time=       43.06  fan harmonics" I=5 F=POINT
   2210.8388    119.6983
   4421.6776    110.6973
   6632.5165    101.6970
   8843.3553     92.6970
  11054.1941     83.6970
##########################################
# retarded time	=     43.1921
# source time	=     38.1000
# speed of sound=    341.7136
# xpos	=   1548.1000
# ypos	=      0.1000
# alt	=    795.6000
# xobs  =      0.0000
# yobs  =      0.0000
# zobs  =      1.2000
# phix  =    171.6983
# phiy  =      0.0000
# dist  =   1740.0244
# distxy=   1548.1000
# vel   =     86.0000
# n1    =     91.0928
##########################################
ZONE T="time=       43.19 airframe broadband" I=31 F=POINT
     16.1847     92.4638
     20.2309     93.4329
     25.4909     94.4367
     32.3695     95.4741
     40.4618     96.4432
     50.9819     97.4470
     64.7389     98.4844
     80.9236     99.4535
    101.1545    100.4226
    129.4778    100.7570
    161.8473    100.8010
    202.3091    100.5359
    254.9094     99.7287
    323.6945     98.6912
    404.6181     97.7221
    509.8189     96.7184
    647.3890     95.6809
    809.2363     94.7118
   1011.5454     93.7427
   1294.7781     92.6706
   1618.4726     91.7015
   2023.0907     90.7324
   2549.0943     89.7287
   3236.9452     88.6912
   4046.1814     87.7221
   5098.1886     86.7184
   6473.8903     85.6809
   8092.3629     84.7118
  10115.4536     83.7427
  12947.7806     82.6706
  16184.7258     81.7015
ZONE T="time=       43.19 engine broadband (no buzzsaw)" I=31 F=POINT
     16.1847    123.2776
     20.2309    123.2776
     25.4909    123.2776
     32.3695    123.2776
     40.4618    123.2776
     50.9819    121.1695
     64.7389    118.9921
     80.9236    116.9351
    101.1545    114.8897
    129.4778    112.6285
    161.8473    110.5899
    202.3091    108.5395
    254.9094    106.4389
    323.6945    104.3235
    404.6181    102.5453
    509.8189    101.3961
    647.3890    101.7152
    809.2363    103.3980
   1011.5454    105.6739
   1294.7781    108.1934
   1618.4726    110.2240
   2023.0907    111.9431
   2549.0943    113.3705
   3236.9452    114.4589
   4046.1814    115.1174
   5098.1886    115.4335
   6473.8903    115.3683
   8092.3629    114.9476
  10115.4536    114.1790
  12947.7806    112.9236
